date,num_customers,sessions,avg_session_minutes,promo_flag,holiday_flag,revenue
2025-03-16,72,75,86.07987360080871,0,1,1079774.9465834699
2025-03-17,92,90,100.59936384046622,0,0,1342261.7502552103
2025-03-18,92,93,96.17005949576698,0,0,1544594.7677793454
2025-03-19,98,97,96.83569323200477,1,0,1571750.9153331553
2025-03-20,87,83,76.34044288799466,0,0,1315048.5718728239
2025-03-21,79,80,102.11943985386401,0,0,1133792.9335348497
2025-03-22,87,81,92.61250531233856,0,1,1165435.182883283
2025-03-23,78,82,86.30722860753797,0,1,1161317.65221192
2025-03-24,73,71,91.43388467342251,0,0,1207031.0885529765
2025-03-25,76,76,72.2376476710168,0,0,1430093.7188748925
2025-03-26,74,75,94.08652811480671,0,0,1187178.6085221427
2025-03-27,58,57,79.70628491817928,0,0,607868.8258536885
2025-03-28,77,79,76.47329714156466,1,0,1379656.540989345
2025-03-29,88,85,74.7764081378211,0,1,1327888.7620790086
2025-03-30,78,81,101.12688374989925,0,1,1301443.744945025
2025-03-31,99,92,83.70736606307212,0,0,1517933.1959036714
2025-04-01,83,83,105.337277099165,0,0,1432211.4842449303
2025-04-02,98,107,84.64198536947703,0,0,1539090.6965945337
2025-04-03,83,78,72.92642042407053,0,0,1477884.4315829845
2025-04-04,72,69,78.8347556005134,0,0,1023138.5287617411
2025-04-05,72,73,102.35811620006939,0,1,1098706.9133616516
2025-04-06,88,88,88.44101822063332,0,1,1450940.0192057597
2025-04-07,92,93,84.51712703509399,0,0,1285244.6619594058
2025-04-08,77,78,91.60018225852788,0,0,1045504.2256315629
2025-04-09,85,87,95.01782736167544,0,0,1178709.1287479373
2025-04-10,89,93,101.1739881590246,0,0,1214975.6581423548
2025-04-11,72,73,104.48499229892926,0,0,1147724.0249454423
2025-04-12,82,81,86.40231354210914,0,1,959182.3348259396
2025-04-13,66,68,76.73952313917962,0,1,805150.7608734326
2025-04-14,73,79,85.86534838876725,1,0,1607717.8669148933
2025-04-15,91,90,92.60280506582886,1,0,1495474.9885253157
2025-04-16,84,79,80.3624107378939,0,0,1290242.2454971683
2025-04-17,65,68,80.42849085104957,0,0,800769.8691058019
2025-04-18,77,76,93.43787881549885,0,0,1168045.6235155938
2025-04-19,86,76,89.5134764842955,0,1,1178697.7678429186
2025-04-20,65,67,90.32796995411587,0,1,792118.5287152316
2025-04-21,85,82,82.41504665299931,0,0,1479548.826947401
2025-04-22,91,90,87.69599285794233,0,0,1558704.2660925707
2025-04-23,79,80,80.75766855731696,0,0,1169734.1487604668
2025-04-24,90,90,98.90198411124787,0,0,1511905.8832938217
2025-04-25,85,88,100.35249334723753,0,0,1566203.7812222554
2025-04-26,74,72,71.53812137761906,0,1,1210442.9142966575
2025-04-27,88,90,80.7048913980759,0,1,1395981.2707383782
2025-04-28,86,84,75.03470744909922,0,0,1320797.4130156164
2025-04-29,85,88,83.49976065593101,0,0,1374373.0968234637
2025-04-30,83,85,89.16562030209639,0,0,1190630.4426126482
2025-05-01,70,66,75.5035478030147,0,0,1015143.8804856577
2025-05-02,92,96,80.78140186874687,0,0,1454667.6117351924
2025-05-03,90,87,79.96042627918501,0,1,1273233.8910341563
2025-05-04,76,79,92.07267329398944,0,1,1089958.604761849
2025-05-05,70,71,90.6934433703625,0,0,1050023.5197440067
2025-05-06,90,98,82.78262446662747,0,0,1536398.423196077
2025-05-07,83,82,91.76820872139398,0,0,1075780.0352181888
2025-05-08,83,81,84.53319915412735,0,0,1358421.268304166
2025-05-09,88,87,87.28344889673947,0,0,1445420.5517880695
2025-05-10,87,85,106.73452090298537,0,1,1428058.16065588
2025-05-11,104,108,103.40461051790348,0,1,1408977.0776247836
2025-05-12,83,76,77.00418763072402,0,0,992113.3666426659
2025-05-13,85,80,98.29732417879174,0,0,1360634.1722789477
2025-05-14,75,70,98.11396554491591,0,0,1150317.735895885
2025-05-15,63,65,78.51736711247382,0,0,1058896.3103821392
2025-05-16,76,82,98.1877764375486,0,0,1044166.5619282952
2025-05-17,87,86,105.37931918412554,0,1,1424034.5377217461
2025-05-18,87,86,78.77455193755586,0,1,1470120.93677356
2025-05-19,80,80,80.82497178985736,0,0,1186275.4001688934
2025-05-20,85,89,100.17661466843502,0,0,1338790.2139995168
2025-05-21,78,74,92.71495310825648,0,0,1223628.0906363828
2025-05-22,70,70,95.51476275239523,0,0,946494.8393422641
2025-05-23,85,89,93.40589216400497,1,0,1627509.3361794539
2025-05-24,65,66,93.90695920928144,0,1,1164832.3058854186
2025-05-25,84,84,76.73527871688917,0,1,1263357.2349028466
2025-05-26,100,105,100.47317706621448,0,0,1237033.5110427018
2025-05-27,78,67,101.69589992427774,0,0,1073513.3950596729
2025-05-28,78,80,87.70609255931973,0,0,920168.1053812315
2025-05-29,77,74,89.56523050186138,0,0,1333830.1924857846
2025-05-30,93,84,74.68892497444278,0,0,1522911.2266053231
2025-05-31,72,73,95.14254756017834,0,1,1015022.5423918507
2025-06-01,84,89,95.72057441714144,1,1,1254707.207757956
2025-06-02,91,90,89.37808983000689,0,0,1228506.2858398801
2025-06-03,106,111,101.24353359870503,0,0,1468216.7549449843
2025-06-04,92,99,86.6592276902006,1,0,1677741.478077266
2025-06-05,87,92,95.646059258936,0,0,1316863.9131448662
2025-06-06,68,73,79.80335661307885,0,0,1184191.2737857413
2025-06-07,95,98,89.76447849125762,0,1,1306538.9193336347
2025-06-08,88,88,88.25645742097164,0,1,1081103.0438703378
2025-06-09,67,61,92.25307922040942,0,0,865468.3958978397
2025-06-10,85,83,86.30473071166641,0,0,1271477.1972696853
2025-06-11,71,68,88.68527404328333,0,0,971874.9430443279
2025-06-12,63,69,98.26047171441506,0,0,911886.2309388228
2025-06-13,74,73,85.63235762761782,0,0,1049522.72710145
2025-06-14,75,75,73.93422899261321,0,1,1258682.1912501997
2025-06-15,77,79,107.4958390420542,0,1,1073646.5557690042
2025-06-16,83,83,103.81454078690487,0,0,1188625.093703997
2025-06-17,85,92,77.07737304894381,0,0,1384744.3879172925
2025-06-18,88,85,96.89707805245195,1,0,1476608.238351023
2025-06-19,79,79,84.97025229448657,1,0,1494216.9595773455
2025-06-20,69,66,92.6348721533106,0,0,1076170.4695431024
2025-06-21,83,77,92.94224129013493,0,1,1266179.8193287852
2025-06-22,81,78,87.65592199683678,0,1,1049605.007401394
2025-06-23,75,74,82.16234334413603,0,0,1291019.5203104615
2025-06-24,65,63,83.0945894768374,0,0,1234820.0042002243
2025-06-25,54,52,80.83808084518758,0,0,810858.0950395908
2025-06-26,77,71,81.68177791769556,0,0,1009975.2145508659
2025-06-27,82,81,89.32821709950645,0,0,1234295.5597487732
2025-06-28,89,82,82.84240010889248,0,1,1493575.5945218771
2025-06-29,70,72,96.8205206571262,0,1,972486.3528598335
2025-06-30,84,84,104.87246155335927,0,0,1240510.4433613296
2025-07-01,60,55,84.19946758629958,0,0,936790.6467325113
2025-07-02,86,84,92.39404500535377,0,0,1476231.807521477
2025-07-03,76,73,94.99685110302934,0,0,1246077.9666866262
2025-07-04,65,66,94.72002270919275,0,0,1070573.5524352747
2025-07-05,81,86,90.75955267916088,0,1,1152850.0444365772
2025-07-06,79,71,97.42682418359722,0,1,1242152.8754257318
2025-07-07,81,81,94.82248952680658,0,0,1109737.7469051562
2025-07-08,65,64,77.62337577672702,0,0,1073926.5536865697
2025-07-09,73,75,98.69156064389273,0,0,1246270.2607992296
2025-07-10,92,92,98.87290837266742,0,0,1471637.0069887463
2025-07-11,71,68,82.36713895821418,0,0,1018044.9270076226
2025-07-12,84,82,90.37937835447602,0,1,1229196.4582401104
2025-07-13,81,77,96.83328992811069,0,1,1478390.0635145209
2025-07-14,71,74,87.90686180420639,0,0,1020179.2051771173
2025-07-15,64,64,100.72978047766011,0,0,1080959.3280903054
2025-07-16,73,79,113.6387249461936,0,0,1139530.3560059138
2025-07-17,92,91,82.14013967365018,0,0,1324667.0041350499
2025-07-18,87,83,76.18955396846225,0,0,1094427.962298288
2025-07-19,76,70,93.03818595604876,0,1,1168946.9320645079
2025-07-20,91,82,97.21562505126144,0,1,1379922.3219500827
2025-07-21,78,71,87.69133626155231,1,0,1708364.9614474685
2025-07-22,80,81,104.53260663321035,0,0,1076132.2518591601
2025-07-23,94,96,76.61394200276752,0,0,1798274.845689885
2025-07-24,74,68,96.9291862303161,0,0,1160457.5625289462
2025-07-25,95,99,83.94139179241107,0,0,1489608.796828989
2025-07-26,83,80,107.19377906207296,0,1,1156395.023115825
2025-07-27,86,86,109.92515353168119,0,1,1338716.5364094318
2025-07-28,71,76,82.33343412216652,0,0,1125455.9086282046
2025-07-29,108,112,84.5044286409142,1,0,2162659.710635974
2025-07-30,91,89,98.59587886979801,0,0,1204750.8223964397
2025-07-31,73,69,86.12869350210485,0,0,1279851.0044505482
2025-08-01,79,70,89.54588782067762,0,0,1236393.2874803755
2025-08-02,76,73,90.2538842054241,0,1,1223205.7128780403
2025-08-03,70,69,70.80326843802344,0,1,1022161.2750504002
2025-08-04,107,101,89.86162253905762,1,0,1711487.6734409458
2025-08-05,84,83,83.10272225935826,0,0,1270995.9636633769
2025-08-06,88,88,85.06877177600228,0,0,1349667.615091998
2025-08-07,73,72,104.43632003468814,0,0,912954.725569756
2025-08-08,70,67,77.43493105720744,0,0,1149953.9610508056
2025-08-09,76,76,98.13205186747977,0,1,1276324.569917052
2025-08-10,78,79,87.21037069668192,0,1,1067555.086815514
2025-08-11,83,78,87.20239831504166,0,0,1092225.7486693496
2025-08-12,70,74,97.90371896051711,0,0,1011826.8665138381
2025-08-13,84,83,93.4005129456889,0,0,1263612.9386643285
2025-08-14,90,90,95.70612997219531,0,0,1307204.2963937158
2025-08-15,82,84,99.68184660532862,0,0,1221008.5278830323
2025-08-16,71,71,86.68691616816677,0,1,1093304.8497629822
2025-08-17,74,77,83.8776326549225,0,1,927746.5773617462
2025-08-18,81,82,79.14849473442202,1,0,1238723.3970470207
2025-08-19,57,55,81.74589470021044,0,0,575694.3037812854
2025-08-20,79,80,119.49094425308725,0,0,1319029.9314860837
2025-08-21,75,70,102.44679580736786,0,0,1127055.6477833558
2025-08-22,58,58,76.48925633791978,0,0,979395.6581249624
2025-08-23,84,83,76.7754204325643,1,1,1305568.818039981
2025-08-24,79,78,94.81866061718492,0,1,1188470.7236816154
2025-08-25,80,79,95.47264797377967,0,0,1230935.0168807907
2025-08-26,69,62,95.48883835317365,0,0,965226.6141421121
2025-08-27,75,72,87.45044206446302,0,0,915287.247206983
2025-08-28,71,71,88.745457399971,0,0,1288122.3567580732
2025-08-29,107,107,93.27879524159357,0,0,1874501.9715286116
2025-08-30,85,80,90.85893006293331,0,1,1216564.362426019
2025-08-31,92,97,67.80699627252466,0,1,1464493.6980400868
2025-09-01,85,81,87.70200369424806,0,0,1200827.0265173954
2025-09-02,99,103,81.48593565739687,0,0,1307619.07794099
2025-09-03,80,81,91.75211418908512,0,0,1463125.65671381
2025-09-04,92,89,119.85259002603411,0,0,1105870.9132391992
2025-09-05,85,92,93.67481665474304,0,0,1231317.9343634194
2025-09-06,72,67,86.86470313827603,0,1,1090928.3680105933
2025-09-07,77,80,99.21801501977252,0,1,1383861.3898060578
2025-09-08,67,70,94.82687887209212,0,0,1113128.5917008638
2025-09-09,92,88,94.20094490451841,0,0,1103075.437331652
2025-09-10,82,87,96.06850593215671,0,0,1229594.0644233548
2025-09-11,92,90,110.56543564829542,0,0,1383487.5688491378
2025-09-12,75,76,78.69111564674084,0,0,1094174.3247345753
2025-09-13,89,90,94.73632076811454,0,1,1434293.419026354
2025-09-14,88,87,80.73618870018461,0,1,1096797.4626434532
2025-09-15,89,92,95.55512646342248,0,0,1269536.5268116253
2025-09-16,81,84,80.81313488513905,0,0,1284811.7734894664
2025-09-17,75,68,85.82633186394915,0,0,1216742.7174966866
2025-09-18,77,82,87.04910085762094,0,0,1175709.5390283747
2025-09-19,77,70,99.7581671934471,0,0,1115028.8410383787
2025-09-20,73,76,99.18454443942414,0,1,1079239.7166454815
2025-09-21,72,76,77.54282623553615,0,1,1175956.76306009
2025-09-22,83,78,90.5493411099985,0,0,1250064.7771483439
2025-09-23,83,81,82.90420145250827,0,0,1089347.976711185
2025-09-24,77,72,77.41495089324665,0,0,984037.2348652363
2025-09-25,80,79,87.8298294957563,0,0,985492.2113132003
2025-09-26,77,75,86.9151721154418,0,0,1356743.5014426243
2025-09-27,82,85,114.26716486345522,0,1,1349181.3669363968
2025-09-28,83,88,94.32959825360696,1,1,1474908.8523033916
2025-09-29,89,95,76.22382499245762,0,0,1262302.4438767137
2025-09-30,101,98,84.35225995829057,1,0,1692791.4294618412
2025-10-01,71,70,100.21383295429399,0,0,1204715.7023490064
2025-10-02,84,76,110.88442772869925,0,0,1547950.346436021
2025-10-03,73,70,74.14016687762042,0,0,1015451.3697959214
2025-10-04,76,79,71.20075614860954,0,1,1295735.243225701
2025-10-05,80,86,108.70965175371782,0,1,1204033.8598116802
2025-10-06,74,69,93.89614177370903,0,0,1081704.4665359259
2025-10-07,89,86,81.31707268123634,0,0,1575975.1281093536
2025-10-08,75,74,95.34629086122435,0,0,1123627.627699725
2025-10-09,86,87,63.64252260983122,0,0,1335877.2151966176
2025-10-10,78,74,90.0337550659716,0,0,1204857.6601807668
2025-10-11,71,72,93.27821172843085,0,1,857248.4009409221
2025-10-12,71,69,99.2427013953783,0,1,1101858.9448059127
2025-10-13,86,85,79.86104047707462,1,0,1443474.3295399824
2025-10-14,82,84,90.8568716140336,0,0,1020237.7965145063
2025-10-15,104,104,80.74575373940412,0,0,1463191.9385399916
2025-10-16,89,87,92.55383755674318,0,0,1250832.7030841613
2025-10-17,100,99,81.04653677636976,0,0,1685378.8570434598
2025-10-18,72,71,85.91899160839779,0,1,942132.8657531767
2025-10-19,83,81,80.04184605209771,0,1,1126996.7926060413
2025-10-20,76,75,96.51136241823657,0,0,1172201.114042968
2025-10-21,88,95,98.58451116656666,0,0,1109994.2666174872
2025-10-22,89,91,87.65379430042586,0,0,1229427.1173311803
2025-10-23,84,82,90.38237994960028,0,0,1008331.1176176168
2025-10-24,83,85,75.51408585366455,0,0,1382449.7121248064
2025-10-25,82,80,87.00323351993212,0,1,1185518.8034230287
2025-10-26,86,91,89.49795382958256,0,1,1287535.9175936528
2025-10-27,72,73,116.20793091029975,0,0,1198714.9374449253
2025-10-28,83,82,78.88032974225837,0,0,1137093.0287821093
2025-10-29,72,73,104.64177238752437,0,0,1039566.4836792187
2025-10-30,82,75,99.96858773465809,0,0,1074085.9873024726
2025-10-31,85,80,92.80636404490136,0,0,1113048.9306876406
2025-11-01,78,73,107.58620484195134,0,1,1040750.1616815747
